measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Canada,Both,5 to 9,Chronic obstructive pulmonary disease,Number,2017,0.2870058978513987,0.3939071132821543,0.20061874888252293
Deaths,Canada,Male,10 to 14,Chronic obstructive pulmonary disease,Number,2017,0.17439258851885603,0.2652983663831024,0.10854295878058784
Deaths,Canada,Female,10 to 14,Chronic obstructive pulmonary disease,Number,2017,0.1808985774165952,0.29638883594891197,0.10151501665467937
Deaths,Canada,Both,10 to 14,Chronic obstructive pulmonary disease,Number,2017,0.35529116593545074,0.4987677650525119,0.2428373429450464
Deaths,Canada,Male,15 to 19,Chronic obstructive pulmonary disease,Number,2017,0.7797812531999245,1.128425735107211,0.524384454670434
Deaths,Canada,Female,15 to 19,Chronic obstructive pulmonary disease,Number,2017,0.7598101426820147,1.1226371524873,0.4810325386073087
Deaths,Canada,Both,15 to 19,Chronic obstructive pulmonary disease,Number,2017,1.5395913958819405,2.023966954886331,1.1517493634595752
Deaths,Canada,Male,20 to 24,Chronic obstructive pulmonary disease,Number,2017,1.0415641612530033,1.5150302295276155,0.6637116221558406
Deaths,Canada,Female,20 to 24,Chronic obstructive pulmonary disease,Number,2017,0.8536628643951198,1.2473558759553158,0.5501934024088835
Deaths,Canada,Both,20 to 24,Chronic obstructive pulmonary disease,Number,2017,1.8952270256481243,2.496418642026718,1.3775042406998637
Deaths,Canada,Male,25 to 29,Chronic obstructive pulmonary disease,Number,2017,1.0635240373733739,1.5434316838378965,0.6993894462362621
Deaths,Canada,Female,25 to 29,Chronic obstructive pulmonary disease,Number,2017,1.3246536115452474,1.9043769949974088,0.8747273540970785
Deaths,Canada,Both,25 to 29,Chronic obstructive pulmonary disease,Number,2017,2.3881776489186217,3.148390129417763,1.7656118418304447
Deaths,Canada,Male,30 to 34,Chronic obstructive pulmonary disease,Number,2017,1.6085300118910508,2.367230117799094,1.053279577900141
Deaths,Canada,Female,30 to 34,Chronic obstructive pulmonary disease,Number,2017,1.7776996969731158,2.6119920443105413,1.0988243162661278
Deaths,Canada,Both,30 to 34,Chronic obstructive pulmonary disease,Number,2017,3.386229708864168,4.511613860898961,2.386062320665453
Deaths,Canada,Male,35 to 39,Chronic obstructive pulmonary disease,Number,2017,2.895867003045208,4.240225127185591,1.8459596426976725
Deaths,Canada,Female,35 to 39,Chronic obstructive pulmonary disease,Number,2017,2.5856869255053194,3.7336883899166757,1.6213538615876333
Deaths,Canada,Both,35 to 39,Chronic obstructive pulmonary disease,Number,2017,5.481553928550526,7.206320121604034,3.864324010156885
Deaths,Canada,Male,40 to 44,Chronic obstructive pulmonary disease,Number,2017,7.187481854364954,9.619525328134285,5.021669937311364
Deaths,Canada,Female,40 to 44,Chronic obstructive pulmonary disease,Number,2017,6.608012774591444,9.1287825847863,4.4310566204162525
Deaths,Canada,Both,40 to 44,Chronic obstructive pulmonary disease,Number,2017,13.79549462895642,17.38733210222642,10.225748011560276
Deaths,Canada,Male,45 to 49,Chronic obstructive pulmonary disease,Number,2017,19.949202913395208,25.52935441419201,14.895654473387314
Deaths,Canada,Female,45 to 49,Chronic obstructive pulmonary disease,Number,2017,18.082671909148456,23.728302455618273,13.095150042525471
Deaths,Canada,Both,45 to 49,Chronic obstructive pulmonary disease,Number,2017,38.031874822543664,45.892910885716105,31.088566684427413
Deaths,Canada,Male,50 to 54,Chronic obstructive pulmonary disease,Number,2017,65.89242467380231,83.10524004636049,50.5743911183987
Deaths,Canada,Female,50 to 54,Chronic obstructive pulmonary disease,Number,2017,53.329629803506094,66.9320037288159,41.89729994736718
Deaths,Canada,Both,50 to 54,Chronic obstructive pulmonary disease,Number,2017,119.22205447730846,140.6751072169927,99.56190524909087
Deaths,Canada,Male,55 to 59,Chronic obstructive pulmonary disease,Number,2017,166.93191821960866,213.77529795719366,127.70515310470583
Deaths,Canada,Female,55 to 59,Chronic obstructive pulmonary disease,Number,2017,128.1375810276939,160.1999490539552,100.35351281711829
Deaths,Canada,Both,55 to 59,Chronic obstructive pulmonary disease,Number,2017,295.06949924730253,349.80058202004665,244.98512825949103
Deaths,Canada,Male,60 to 64,Chronic obstructive pulmonary disease,Number,2017,324.57008190629574,401.22030848790604,254.0432986155913
Deaths,Canada,Female,60 to 64,Chronic obstructive pulmonary disease,Number,2017,248.50578002603507,312.305985894339,196.86069087515853
Deaths,Canada,Both,60 to 64,Chronic obstructive pulmonary disease,Number,2017,573.0758619323307,673.1716059356277,480.1354600177864
Deaths,Canada,Male,65 to 69,Chronic obstructive pulmonary disease,Number,2017,572.7690803533382,707.5734835497458,460.40579286334014
Deaths,Canada,Female,65 to 69,Chronic obstructive pulmonary disease,Number,2017,473.34799416383595,587.6527710475107,370.60711629051735
Deaths,Canada,Both,65 to 69,Chronic obstructive pulmonary disease,Number,2017,1046.1170745171746,1243.0489240855352,887.0985598434479
Deaths,Canada,Male,70 to 74,Chronic obstructive pulmonary disease,Number,2017,901.7699021406681,1097.5764378089223,717.9130962726935
Deaths,Canada,Female,70 to 74,Chronic obstructive pulmonary disease,Number,2017,733.1856908584385,898.741069733686,588.1196161119877
Deaths,Canada,Both,70 to 74,Chronic obstructive pulmonary disease,Number,2017,1634.955592999105,1888.3606585538541,1411.080797609212
Deaths,Canada,Male,75 to 79,Chronic obstructive pulmonary disease,Number,2017,1140.458066402202,1392.7320108708404,930.5666383425095
Deaths,Canada,Female,75 to 79,Chronic obstructive pulmonary disease,Number,2017,936.9227829205614,1169.5344083321359,755.3347015529604
Deaths,Canada,Both,75 to 79,Chronic obstructive pulmonary disease,Number,2017,2077.3808493227607,2415.622677511795,1767.1384900937567
Deaths,Canada,Male,80 plus,Chronic obstructive pulmonary disease,Number,2017,4028.158541198926,4572.363368811688,3530.884824819929
Deaths,Canada,Female,80 plus,Chronic obstructive pulmonary disease,Number,2017,3734.7216076082173,4215.75311673822,3310.4464332946336
Deaths,Canada,Both,80 plus,Chronic obstructive pulmonary disease,Number,2017,7762.880148807135,8500.931619335657,7079.944550089422
Deaths,Canada,Male,1 to 4,Asthma,Number,2017,0.26261195740067944,0.42583938712144326,0.15295479823687338
Deaths,Canada,Female,1 to 4,Asthma,Number,2017,0.3335438435164368,0.5451311293017563,0.18137380295243588
Deaths,Canada,Both,1 to 4,Asthma,Number,2017,0.5961558009171165,0.848304765899985,0.38644118317575754
Deaths,Canada,Male,5 to 9,Asthma,Number,2017,0.38359088197877056,0.5726123998914754,0.23922538923600226
Deaths,Canada,Female,5 to 9,Asthma,Number,2017,0.4447754128428956,0.6929496297816404,0.25760181972084273
Deaths,Canada,Both,5 to 9,Asthma,Number,2017,0.8283662948216665,1.1395313151528534,0.5671630134671803
Deaths,Canada,Male,10 to 14,Asthma,Number,2017,1.1494107320039033,1.6898328973036707,0.7118498693773799
Deaths,Canada,Female,10 to 14,Asthma,Number,2017,1.0664462824772512,1.6077079838420478,0.6580702784516655
Deaths,Canada,Both,10 to 14,Asthma,Number,2017,2.2158570144811542,2.9905750247726974,1.5769076909553315
Deaths,Canada,Male,15 to 19,Asthma,Number,2017,1.3211250768823866,1.8543682466322389,0.8878207525551678
Deaths,Canada,Female,15 to 19,Asthma,Number,2017,1.332486485622912,1.9674353986699613,0.8623985422480995
Deaths,Canada,Both,15 to 19,Asthma,Number,2017,2.653611562505295,3.4845814640155006,1.9685721529930842
Deaths,Canada,Male,20 to 24,Asthma,Number,2017,1.574274482599422,2.2842983782911674,1.026356456426906
Deaths,Canada,Female,20 to 24,Asthma,Number,2017,1.796009739752478,2.610207438077239,1.20201437661823
Deaths,Canada,Both,20 to 24,Asthma,Number,2017,3.370284222351902,4.353796122063802,2.54342170951746
Deaths,Canada,Male,25 to 29,Asthma,Number,2017,1.7964199905227363,2.57022629343339,1.1668925247758193
Deaths,Canada,Female,25 to 29,Asthma,Number,2017,2.023409151961282,2.901072473973248,1.3397886309595737
Deaths,Canada,Both,25 to 29,Asthma,Number,2017,3.819829142484018,4.986695604261966,2.8332544227137597
Deaths,Canada,Male,30 to 34,Asthma,Number,2017,1.331315790766478,2.0876039240359425,0.7965440268208774
Deaths,Canada,Female,30 to 34,Asthma,Number,2017,1.7579393694978236,2.72352410061899,1.0661101737237892
Deaths,Canada,Both,30 to 34,Asthma,Number,2017,3.089255160264303,4.2503325916050985,2.1561161722308633
Deaths,Canada,Male,35 to 39,Asthma,Number,2017,1.481196162459773,2.279715500845183,0.8700928345536213
Deaths,Canada,Female,35 to 39,Asthma,Number,2017,1.96573784510715,2.8835979653317385,1.2407899922474888
Deaths,Canada,Both,35 to 39,Asthma,Number,2017,3.4469340075669206,4.674359515375253,2.414203287270284
Deaths,Canada,Male,40 to 44,Asthma,Number,2017,1.5674522129280846,2.3780767756351495,0.9534002649479936
Deaths,Canada,Female,40 to 44,Asthma,Number,2017,2.616953840513683,3.802514597740193,1.6531669964247417
Deaths,Canada,Both,40 to 44,Asthma,Number,2017,4.184406053441767,5.612217011580112,3.026947655709562
Deaths,Canada,Male,45 to 49,Asthma,Number,2017,2.6172894533536657,3.7527524056232435,1.7169305945938336
Deaths,Canada,Female,45 to 49,Asthma,Number,2017,4.584847167088226,6.5705337499312275,3.050761644960032
Deaths,Canada,Both,45 to 49,Asthma,Number,2017,7.202136620441898,9.44556955361464,5.304474026019943
Deaths,Canada,Male,50 to 54,Asthma,Number,2017,3.792506167762539,5.705566401293811,2.376876330838091
Deaths,Canada,Female,50 to 54,Asthma,Number,2017,6.945214056240519,9.743984461912646,4.5760228331317165
Deaths,Canada,Both,50 to 54,Asthma,Number,2017,10.737720224003038,13.96222675707555,8.025960174164348
Deaths,Canada,Male,55 to 59,Asthma,Number,2017,5.006721163983669,7.6197810820199,3.114680015015558
Deaths,Canada,Female,55 to 59,Asthma,Number,2017,8.415300049721028,12.16943441323293,5.288314099373581
Deaths,Canada,Both,55 to 59,Asthma,Number,2017,13.422021213704705,18.048205446114675,9.77807455408169
Deaths,Canada,Male,60 to 64,Asthma,Number,2017,6.064662844651055,9.076904923648538,3.877124590322186
Deaths,Canada,Female,60 to 64,Asthma,Number,2017,9.970633808279839,14.585233543891428,6.577558325031036
Deaths,Canada,Both,60 to 64,Asthma,Number,2017,16.035296652930917,21.177014876226142,11.858875865929212
Deaths,Canada,Male,65 to 69,Asthma,Number,2017,6.331910659210549,9.189203940893318,4.261780248037871
Deaths,Canada,Female,65 to 69,Asthma,Number,2017,10.744859044400666,15.62683753552067,7.077719998756385
Deaths,Canada,Both,65 to 69,Asthma,Number,2017,17.076769703611223,22.558192715275375,12.728904474253804
Deaths,Canada,Male,70 to 74,Asthma,Number,2017,8.06629066402919,11.635850866877812,5.082037702906428
Deaths,Canada,Female,70 to 74,Asthma,Number,2017,12.784173912042046,18.55890118568854,8.536990461342414
Deaths,Canada,Both,70 to 74,Asthma,Number,2017,20.850464576071214,27.99596536462306,15.370151707233294
Deaths,Canada,Male,75 to 79,Asthma,Number,2017,8.754687031081335,12.743262744983427,5.651205276255868
Deaths,Canada,Female,75 to 79,Asthma,Number,2017,16.170081223628703,23.20130348586602,11.058952799125542
Deaths,Canada,Both,75 to 79,Asthma,Number,2017,24.924768254710067,32.57657048307976,18.15871328256865
Deaths,Canada,Male,80 plus,Asthma,Number,2017,36.80213654891493,45.717783227375776,29.105258597411915
Deaths,Canada,Female,80 plus,Asthma,Number,2017,102.82662065589942,124.20626001019588,83.89306189586351
Deaths,Canada,Both,80 plus,Asthma,Number,2017,139.62875720481438,162.9365124655811,119.19078477459519
Deaths,Canada,Male,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.6831252439414293,1.0798881468311203,0.4290900585325398
Deaths,Canada,Female,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.4552801230855485,0.7931095438426935,0.251170606729698
Deaths,Canada,Both,1 to 4,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.1384053670269774,1.647895130325341,0.763424375727158
Deaths,Canada,Male,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.34512632705469304,0.5200481254823591,0.2064188333291436
Deaths,Canada,Female,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.3298346705505199,0.5542246586594246,0.15579303780998202
Deaths,Canada,Both,5 to 9,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.674960997605214,0.9537634648080415,0.43959752246157374
Deaths,Canada,Male,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.4864952955905156,0.7782981718639523,0.28079909644496354
Deaths,Canada,Female,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.36055888537520997,0.5996189723842825,0.1725259572432593
Deaths,Canada,Both,10 to 14,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.8470541809657244,1.2281237575054624,0.540716718674341
Deaths,Canada,Male,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.5671232938732903,0.9194190654283781,0.3107071305412888
Deaths,Canada,Female,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.6917646698505425,1.1348420732847262,0.34320610902714743
Deaths,Canada,Both,15 to 19,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.258887963723835,1.7789645796723315,0.8375735544320269
Deaths,Canada,Male,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.8859091578420181,1.3618041663416272,0.5279041372000544
Deaths,Canada,Female,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,0.974513386668374,1.5246334784757,0.5184674838054584
Deaths,Canada,Both,20 to 24,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.8604225445103912,2.565085057662507,1.3072845055451325
Deaths,Canada,Male,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.5327606284105895,2.3194300225179103,0.924775433586719
Deaths,Canada,Female,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.2026043284984858,1.8684004133441523,0.7296281211045238
Deaths,Canada,Both,25 to 29,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,2.735364956909077,3.8119764378161256,1.8698534873920776
Deaths,Canada,Male,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,2.5159487030255363,3.7096866479464046,1.527687443782558
Deaths,Canada,Female,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,1.9326799946006297,3.1291880385652378,1.184160800730946
Deaths,Canada,Both,30 to 34,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,4.44862869762617,6.283524464911181,3.163363667834033
Deaths,Canada,Male,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,3.132776163918035,5.039004333784636,1.7430302026950686
Deaths,Canada,Female,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,2.980044758319829,4.769339263135571,1.7834352675745893
Deaths,Canada,Both,35 to 39,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,6.112820922237863,9.046811825268518,4.125716091785187
Deaths,Canada,Male,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,5.436788372324216,8.208392823373524,3.405205598407698
Deaths,Canada,Female,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,4.746311645199403,7.666000228479796,2.955593480532932
Deaths,Canada,Both,40 to 44,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,10.183100017523632,14.183732723544505,7.240382326541066
Deaths,Canada,Male,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,11.177988498842863,15.633545083557246,7.853331073163585
Deaths,Canada,Female,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,8.912209147127275,13.155977340128588,5.810060801389196
Deaths,Canada,Both,45 to 49,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,20.090197645970115,26.10296648998168,15.359721889621113
Deaths,Canada,Male,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,23.62566350818957,32.68607072971645,15.853268297007311
Deaths,Canada,Female,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,16.139535818737205,23.248372949412786,10.500357108098196
Deaths,Canada,Both,50 to 54,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,39.765199326926805,51.05924211726999,29.559092622642872
Deaths,Canada,Male,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,42.947337556329245,62.24700818529154,27.219894000430365
Deaths,Canada,Female,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,26.116093346598664,37.272302233923575,14.403462941485492
Deaths,Canada,Both,55 to 59,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,69.06343090292782,90.57759682335855,47.338860270484005
Deaths,Canada,Male,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,72.49772377705803,105.52310417022618,42.43100621692289
Deaths,Canada,Female,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,41.23352105101682,60.950160360138185,20.907364188738214
Deaths,Canada,Both,60 to 64,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,113.73124482807448,155.31059019105152,73.1630964997702
Deaths,Canada,Male,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,125.97755482438474,191.1875212297004,70.44084827326698
Deaths,Canada,Female,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,66.79194017666015,101.63879455753917,31.42100820921033
Deaths,Canada,Both,65 to 69,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,192.769495001045,267.2496177267433,118.13177569949806
Deaths,Canada,Male,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,170.3350841738417,258.2171458677503,92.12643407105236
Deaths,Canada,Female,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,99.89445637591895,151.4728125190771,42.93521706032173
Deaths,Canada,Both,70 to 74,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,270.2295405497606,379.24854723683217,158.61495818888633
Deaths,Canada,Male,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,198.25207961853704,318.1205896041041,105.75561801310397
Deaths,Canada,Female,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,126.87588360522116,197.52789411339123,52.15142960696282
Deaths,Canada,Both,75 to 79,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,325.1279632237581,465.751341694421,177.89138921191577
Deaths,Canada,Male,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,473.26989031388894,702.6830730909548,227.8836995941878
Deaths,Canada,Female,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,449.95834603565856,609.4832532504628,184.95730268541897
Deaths,Canada,Both,80 plus,Interstitial lung disease and pulmonary sarcoidosis,Number,2017,923.2282363495478,1236.6791340052278,474.3882140538284
Deaths,Canada,Male,15 to 19,Ischemic heart disease,Number,2017,2.559851568839358,3.477140784936108,1.8049610315183993
Deaths,Canada,Female,15 to 19,Ischemic heart disease,Number,2017,1.4602981857865134,2.01253718868362,1.0063666620653857
Deaths,Canada,Both,15 to 19,Ischemic heart disease,Number,2017,4.020149754625878,5.134567198491626,3.06634177050741
Deaths,Canada,Male,20 to 24,Ischemic heart disease,Number,2017,6.570497682316579,8.894853133515973,4.637641298230086
Deaths,Canada,Female,20 to 24,Ischemic heart disease,Number,2017,2.869437935072845,3.9415286845644184,2.0244909432227014
Deaths,Canada,Both,20 to 24,Ischemic heart disease,Number,2017,9.439935617389423,11.863603066247936,7.352138591991699
Deaths,Canada,Male,25 to 29,Ischemic heart disease,Number,2017,16.84990105900938,21.691161146499727,12.591081374790335
Deaths,Canada,Female,25 to 29,Ischemic heart disease,Number,2017,5.4604676815838395,7.286866759300035,3.896525141986411
Deaths,Canada,Both,25 to 29,Ischemic heart disease,Number,2017,22.310368740593173,27.596431150438228,17.642313347768138
Deaths,Canada,Male,30 to 34,Ischemic heart disease,Number,2017,34.726892504260704,44.060118070057996,26.520091656421688
Deaths,Canada,Female,30 to 34,Ischemic heart disease,Number,2017,13.040444770226683,17.68782947601318,9.492595902956483
Deaths,Canada,Both,30 to 34,Ischemic heart disease,Number,2017,47.76733727448741,58.42146562793124,38.793839040777456
Deaths,Canada,Male,35 to 39,Ischemic heart disease,Number,2017,82.19038512838095,103.54134687186779,63.77673866517307
Deaths,Canada,Female,35 to 39,Ischemic heart disease,Number,2017,21.879478993925666,29.225015260513423,16.116023607456054
Deaths,Canada,Both,35 to 39,Ischemic heart disease,Number,2017,104.06986412230658,126.1340020412117,84.87932002535901
Deaths,Canada,Male,40 to 44,Ischemic heart disease,Number,2017,195.36872413768262,236.941525434875,159.85538600818396
Deaths,Canada,Female,40 to 44,Ischemic heart disease,Number,2017,47.82975797815153,59.83175202332505,37.63102829848358
Deaths,Canada,Both,40 to 44,Ischemic heart disease,Number,2017,243.19848211583442,286.86696379399694,205.9325865662638
Deaths,Canada,Male,45 to 49,Ischemic heart disease,Number,2017,409.7975938666721,486.3708098035673,342.65068637543897
Deaths,Canada,Female,45 to 49,Ischemic heart disease,Number,2017,99.85682631107824,125.65830874196075,79.01226394141858
Deaths,Canada,Both,45 to 49,Ischemic heart disease,Number,2017,509.65442017774996,590.7436146412105,437.8707470485309
Deaths,Canada,Male,50 to 54,Ischemic heart disease,Number,2017,882.1722779610504,1010.2282992036587,762.184622832103
Deaths,Canada,Female,50 to 54,Ischemic heart disease,Number,2017,210.7956872789642,257.8452387706612,168.23497426136973
Deaths,Canada,Both,50 to 54,Ischemic heart disease,Number,2017,1092.9679652400143,1234.222702953639,970.0164318657869
Deaths,Canada,Male,55 to 59,Ischemic heart disease,Number,2017,1457.2606011424823,1642.522596001481,1270.6736607713008
Deaths,Canada,Female,55 to 59,Ischemic heart disease,Number,2017,377.71600013444356,454.8134587813387,303.75378776107794
Deaths,Canada,Both,55 to 59,Ischemic heart disease,Number,2017,1834.976601276924,2049.3700756896724,1622.4152565711834
Deaths,Canada,Male,60 to 64,Ischemic heart disease,Number,2017,1947.7049382563196,2203.6862869788247,1705.1922179575856
Deaths,Canada,Female,60 to 64,Ischemic heart disease,Number,2017,601.1165453073653,716.2408831358052,495.2844806785664
Deaths,Canada,Both,60 to 64,Ischemic heart disease,Number,2017,2548.8214835636822,2828.8308330825853,2273.4094927318592
Deaths,Canada,Male,65 to 69,Ischemic heart disease,Number,2017,2469.69282952021,2786.2397026128556,2158.19636301934
Deaths,Canada,Female,65 to 69,Ischemic heart disease,Number,2017,942.413740537046,1100.9198503563125,784.2341029341203
Deaths,Canada,Both,65 to 69,Ischemic heart disease,Number,2017,3412.1065700572603,3773.5495504604587,3064.365662967937
Deaths,Canada,Male,70 to 74,Ischemic heart disease,Number,2017,2857.8566732217896,3245.561548855364,2518.820573419575
Deaths,Canada,Female,70 to 74,Ischemic heart disease,Number,2017,1395.9785334337766,1626.9683438261802,1192.5296406085542
Deaths,Canada,Both,70 to 74,Ischemic heart disease,Number,2017,4253.835206655567,4679.723992920648,3867.8993352607063
Deaths,Canada,Male,75 to 79,Ischemic heart disease,Number,2017,3270.2512595116523,3689.8532647159823,2900.667088187601
Deaths,Canada,Female,75 to 79,Ischemic heart disease,Number,2017,1976.642523163251,2286.422675335857,1682.0323627210817
Deaths,Canada,Both,75 to 79,Ischemic heart disease,Number,2017,5246.893782674896,5752.547603111179,4760.703365651359
Deaths,Canada,Male,80 plus,Ischemic heart disease,Number,2017,12222.892896999987,13220.693898041936,11328.736352561615
Deaths,Canada,Female,80 plus,Ischemic heart disease,Number,2017,16827.795058234387,18169.219425840874,15645.265436677328
Deaths,Canada,Both,80 plus,Ischemic heart disease,Number,2017,29050.68795523436,30686.9514556734,27535.255678811136
Deaths,Canada,Male,1 to 4,Stroke,Number,2017,0.8645998510297372,1.2639762430059813,0.548480216224605
Deaths,Canada,Female,1 to 4,Stroke,Number,2017,0.7807389666540285,1.1588088719272993,0.5090453474612621
Deaths,Canada,Both,1 to 4,Stroke,Number,2017,1.645338817683766,2.224333384675571,1.160340512887953
Deaths,Canada,Male,5 to 9,Stroke,Number,2017,0.7152073935276589,1.0456028820287202,0.48468255734208904
Deaths,Canada,Female,5 to 9,Stroke,Number,2017,0.8204340596247249,1.1211433587642106,0.5595056642910872
Deaths,Canada,Both,5 to 9,Stroke,Number,2017,1.5356414531523848,1.9718580369757226,1.1588934760353808
Deaths,Canada,Male,10 to 14,Stroke,Number,2017,1.413684488551738,2.0159443320436696,0.9522168212629099
Deaths,Canada,Female,10 to 14,Stroke,Number,2017,1.2883255777284115,1.7674240185761567,0.8968416449792024
Deaths,Canada,Both,10 to 14,Stroke,Number,2017,2.7020100662801485,3.4674039540510133,2.093079724465734
Deaths,Canada,Male,15 to 19,Stroke,Number,2017,2.7734930955793837,3.833587391711138,1.955636329535687
Deaths,Canada,Female,15 to 19,Stroke,Number,2017,2.3623142002218627,3.3319036708527086,1.623343606085427
Deaths,Canada,Both,15 to 19,Stroke,Number,2017,5.135807295801249,6.53936026285886,3.899802383885243
Deaths,Canada,Male,20 to 24,Stroke,Number,2017,5.52347283353787,7.359492926464895,3.985689917901993
Deaths,Canada,Female,20 to 24,Stroke,Number,2017,4.2841088699280725,5.83959376525652,3.0308423516355254
Deaths,Canada,Both,20 to 24,Stroke,Number,2017,9.80758170346595,12.260952634780843,7.775864268797671
Deaths,Canada,Male,25 to 29,Stroke,Number,2017,8.73783321755974,12.02682936866877,6.150704850852937
Deaths,Canada,Female,25 to 29,Stroke,Number,2017,7.408052374945457,9.857921616490179,5.524714018051642
Deaths,Canada,Both,25 to 29,Stroke,Number,2017,16.145885592505202,20.04957172982015,12.748676506808819
Deaths,Canada,Male,30 to 34,Stroke,Number,2017,11.681982348445269,15.995054185386511,8.257974655023691
Deaths,Canada,Female,30 to 34,Stroke,Number,2017,14.012348128419228,18.341149830467558,10.317021859663427
Deaths,Canada,Both,30 to 34,Stroke,Number,2017,25.694330476864497,31.365954618724817,20.102521168049098
Deaths,Canada,Male,35 to 39,Stroke,Number,2017,19.20456026073184,25.78959906298304,13.557487255153154
Deaths,Canada,Female,35 to 39,Stroke,Number,2017,20.64577756594017,27.344673262071883,15.143298200138721
Deaths,Canada,Both,35 to 39,Stroke,Number,2017,39.850337826672025,49.70152103018653,31.854109761712376
Deaths,Canada,Male,40 to 44,Stroke,Number,2017,39.47736020142012,52.672339530046145,29.13359796132805
Deaths,Canada,Female,40 to 44,Stroke,Number,2017,37.162804981947424,47.75637238397151,28.5854671467366
Deaths,Canada,Both,40 to 44,Stroke,Number,2017,76.64016518336757,92.69094481632575,63.14893134297715
Deaths,Canada,Male,45 to 49,Stroke,Number,2017,74.97947503712926,98.24314812215478,57.47818862882781
Deaths,Canada,Female,45 to 49,Stroke,Number,2017,62.54064446740123,80.68387362157175,46.9560061110531
Deaths,Canada,Both,45 to 49,Stroke,Number,2017,137.52011950453047,165.6813888489474,112.83458286258535
Deaths,Canada,Male,50 to 54,Stroke,Number,2017,148.59267716629577,188.0030199012505,114.92373234304202
Deaths,Canada,Female,50 to 54,Stroke,Number,2017,110.23126785475274,137.44401917074245,83.88366321954443
Deaths,Canada,Both,50 to 54,Stroke,Number,2017,258.82394502104853,307.51361416125013,218.3108963140419
Deaths,Canada,Male,55 to 59,Stroke,Number,2017,233.92028240987594,300.33216517515774,180.36634414211855
Deaths,Canada,Female,55 to 59,Stroke,Number,2017,165.8988894508825,210.46944804112925,128.13170478457997
Deaths,Canada,Both,55 to 59,Stroke,Number,2017,399.8191718607584,477.3402976505329,331.37598361284665
Deaths,Canada,Male,60 to 64,Stroke,Number,2017,342.3879142303365,425.8423069256531,269.35581137071296
Deaths,Canada,Female,60 to 64,Stroke,Number,2017,225.1808139054099,284.3130282837978,172.85853914049306
Deaths,Canada,Both,60 to 64,Stroke,Number,2017,567.5687281357452,672.396529271969,475.1920088284217
